,Company Name,ISIN,Near term - Target Status,Near term - Target Classification,Near term - Target Year,Long term - Target Status,Long term - Target Classification,Long term - Target Year,Net-Zero Committed,Net-Zero Year,Organization Type,BA1.5?,BA1.5 Date,Country,Region,Sector,Date,Target,Target Classification,Extension,scope,reduction_percentage,target_year,base_year,perimeter
46,SALUS Haus Dr. med. Otto Greither Nachf. GmbH & Co. KG,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Germany,Europe,"Pharmaceuticals, Biotechnology and Life",01/02/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ SALUS Haus Dr. med. Otto Greither Nachf. GmbH & Co. KG commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2020 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,42%,2030,2020,GHG emissions
47,SALUS Haus Dr. med. Otto Greither Nachf. GmbH & Co. KG,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Germany,Europe,"Pharmaceuticals, Biotechnology and Life",01/02/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ SALUS Haus Dr. med. Otto Greither Nachf. GmbH & Co. KG commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2020 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,42%,2030,2020,GHG emissions
48,Vacse AB (publ),,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Sweden,Europe,Real Estate,01/02/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/  Vacse AB (publ) commits to reduce scope 1 and scope 2 GHG emissions 46% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,46%,2030,2019,GHG emissions
49,Vacse AB (publ),,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Sweden,Europe,Real Estate,01/02/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/  Vacse AB (publ) commits to reduce scope 1 and scope 2 GHG emissions 46% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,46%,2030,2019,GHG emissions
50,"Hudson Pacific Properties, Inc.",,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United States of America (USA),North America,Real Estate,01/02/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Hudson Pacific Properties, Inc. commits to reduce scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,50%,2030,2018,GHG emissions
51,"Hudson Pacific Properties, Inc.",,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United States of America (USA),North America,Real Estate,01/02/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Hudson Pacific Properties, Inc. commits to reduce scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,50%,2030,2018,GHG emissions
52,KIRKBI A/S,,Targets Set,1.5°C,2030,,,,No,,Financial Institution,No,,Denmark,Europe,"Banks, Diverse Financials, Insurance",01/02/2022,KIRKBI A/S portfolio targets cover 94% of its total investment and lending activities as of 2020. Full target: https://sciencebasedtargets.org/resources/files/Target-language-and-summary_Kirkbi.docx.pdf,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,,,,,
53,Morrisons,,Targets Set,1.5°C,2030,,,,No,,Company,No,,United Kingdom (UK),Europe,Food and Staples Retailing,01/02/2022,"Morrisons commits to reduce absolute scope 1 and 2 GHG emissions 46% by 2030 from a 2019 base year. Morrisons also commits to reduce absolute scope 3 GHG emissions from own-brand purchased goods and services, own-brand upstream transportation and distribution and use of sold products 30% over the same timeframe.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,46%,2030,2019,GHG emissions
54,Morrisons,,Targets Set,1.5°C,2030,,,,No,,Company,No,,United Kingdom (UK),Europe,Food and Staples Retailing,01/02/2022,"Morrisons commits to reduce absolute scope 1 and 2 GHG emissions 46% by 2030 from a 2019 base year. Morrisons also commits to reduce absolute scope 3 GHG emissions from own-brand purchased goods and services, own-brand upstream transportation and distribution and use of sold products 30% over the same timeframe.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,46%,2030,2019,GHG emissions
55,FARFETCH Limited,,Targets Set,1.5°C,2030,,,,No,,Company,No,,United Kingdom (UK),Europe,Retailing,01/02/2022,FARFETCH commits to reduce absolute scope 1 and 2 GHG emissions 42% by 2030 from a 2020 base year. FARFETCH commits that 70% of its suppliers by emissions covering purchased goods and services and upstream transportation and distribution will have science-based targets by 2026.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,42%,2030,2020,GHG emissions
56,FARFETCH Limited,,Targets Set,1.5°C,2030,,,,No,,Company,No,,United Kingdom (UK),Europe,Retailing,01/02/2022,FARFETCH commits to reduce absolute scope 1 and 2 GHG emissions 42% by 2030 from a 2020 base year. FARFETCH commits that 70% of its suppliers by emissions covering purchased goods and services and upstream transportation and distribution will have science-based targets by 2026.,The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,42%,2030,2020,GHG emissions
57,Finisterre UK Limited,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United Kingdom (UK),Europe,Retailing,01/02/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Finisterre UK Limited commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2020 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,42%,2030,2020,GHG emissions
58,Finisterre UK Limited,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United Kingdom (UK),Europe,Retailing,01/02/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Finisterre UK Limited commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2020 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,42%,2030,2020,GHG emissions
59,Cafédirect plc,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United Kingdom (UK),Europe,Food and Beverage Processing,01/02/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Cafédirect plc commits to reduce scope 1 and scope 2 GHG emissions 46% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,46%,2030,2019,GHG emissions
60,Cafédirect plc,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,United Kingdom (UK),Europe,Food and Beverage Processing,01/02/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Cafédirect plc commits to reduce scope 1 and scope 2 GHG emissions 46% by 2030 from a 2019 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,46%,2030,2019,GHG emissions
61,Instone Real Estate Group SE,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Germany,Europe,Real Estate,01/02/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Instone Real Estate Group SE commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2020 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,1,42%,2030,2020,GHG emissions
62,Instone Real Estate Group SE,,Targets Set,1.5°C,2030,,,,No,,Small or Medium Enterprise,No,,Germany,Europe,Real Estate,01/02/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Instone Real Estate Group SE commits to reduce scope 1 and scope 2 GHG emissions 42% by 2030 from a 2020 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C.,,2,42%,2030,2020,GHG emissions
63,AIRINC,,Targets Set,Well-below 2°C,2030,,,,No,,Small or Medium Enterprise,No,,United States of America (USA),North America,Professional Services,01/02/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ AIRINC commits to reduce scope 1 and scope 2 GHG emissions 30% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,1,30%,2030,2018,GHG emissions
64,AIRINC,,Targets Set,Well-below 2°C,2030,,,,No,,Small or Medium Enterprise,No,,United States of America (USA),North America,Professional Services,01/02/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ AIRINC commits to reduce scope 1 and scope 2 GHG emissions 30% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,2,30%,2030,2018,GHG emissions
65,Canary Marketing,,Targets Set,Well-below 2°C,2030,,,,No,,Small or Medium Enterprise,No,,United States of America (USA),North America,Professional Services,01/02/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Canary Marketing commits to reduce scope 1 and scope 2 GHG emissions 25% by 2030 from a 2020 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,1,25%,2030,2020,GHG emissions
66,Canary Marketing,,Targets Set,Well-below 2°C,2030,,,,No,,Small or Medium Enterprise,No,,United States of America (USA),North America,Professional Services,01/02/2022,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Canary Marketing commits to reduce scope 1 and scope 2 GHG emissions 25% by 2030 from a 2020 base year, and to measure and reduce its scope 3 emissions.",The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C.,,2,25%,2030,2020,GHG emissions
